id;nome_cidade_partida;dia_da_criacao;dia_semana_da_criacao;hora_da_criacao;bairro_partida;PROBABILIDADE
1;Fortaleza;1;4;0;Alagadico Novo;0,018018018
2;Fortaleza;1;4;0;Aldeota;0,072072072
3;Fortaleza;1;4;0;Alvaro Weyne;0,009009009
4;Fortaleza;1;4;0;Bairro de Fatima;0,036036036
5;Fortaleza;1;4;0;Barroso;0,009009009
6;Fortaleza;1;4;0;Benfica;0,027027027
7;Fortaleza;1;4;0;Bom Futuro;0,009009009
8;Fortaleza;1;4;0;Cambeba;0,027027027
9;Fortaleza;1;4;0;Centro;0,063063063
10;Fortaleza;1;4;0;Cidade dos Funcionarios;0,018018018
11;Fortaleza;1;4;0;Coco;0,018018018
12;Fortaleza;1;4;0;Conjunto Prefeito Jose Walter;0,054054054
13;Fortaleza;1;4;0;Dionisio Torres;0,036036036
14;Fortaleza;1;4;0;Edson Queiroz;0,018018018
15;Fortaleza;1;4;0;Engenheiro Luciano Cavalcante;0,018018018
16;Fortaleza;1;4;0;Farias Brito;0,009009009
17;Fortaleza;1;4;0;Fortaleza;0,009009009
18;Fortaleza;1;4;0;Henrique Jorge;0,009009009
19;Fortaleza;1;4;0;Jardim das Oliveiras;0,036036036
20;Fortaleza;1;4;0;Joaquim Tavora;0,018018018
21;Fortaleza;1;4;0;Joquei Clube;0,009009009
22;Fortaleza;1;4;0;Jose Bonifacio;0,018018018
23;Fortaleza;1;4;0;Lagoa Sapiranga (Coite);0,063063063
24;Fortaleza;1;4;0;Mata Galinha;0,009009009
25;Fortaleza;1;4;0;Meireles;0,054054054
26;Fortaleza;1;4;0;Messejana;0,018018018
27;Fortaleza;1;4;0;Mondubim;0,027027027
28;Fortaleza;1;4;0;Mucuripe;0,018018018
29;Fortaleza;1;4;0;Padre Andrade;0,009009009
30;Fortaleza;1;4;0;Pan Americano;0,009009009
31;Fortaleza;1;4;0;Parangaba;0,027027027
32;Fortaleza;1;4;0;Parque Dois Irmaos;0,027027027
33;Fortaleza;1;4;0;Parquelandia;0,009009009
34;Fortaleza;1;4;0;Passare;0,081081081
35;Fortaleza;1;4;0;Patriolino Ribeiro;0,009009009
36;Fortaleza;1;4;0;Planalto Ayrton Senna;0,045045045
37;Fortaleza;1;4;0;Praia de Iracema;0,009009009
38;Fortaleza;1;4;0;Rodolfo Teofilo;0,009009009
39;Fortaleza;1;4;0;Sao Joao do Tauape;0,009009009
40;Fortaleza;1;4;0;Varjota;0,009009009
41;Fortaleza;1;4;0;Vila Peri;0,018018018
42;Fortaleza;1;4;1;Aldeota;0,066176471
43;Fortaleza;1;4;1;Antonio Diogo;0,007352941
44;Fortaleza;1;4;1;Bairro de Fatima;0,014705882
45;Fortaleza;1;4;1;Barroso;0,022058824
46;Fortaleza;1;4;1;Boa Vista Castelao;0,007352941
47;Fortaleza;1;4;1;Bonsucesso;0,007352941
48;Fortaleza;1;4;1;Centro;0,051470588
49;Fortaleza;1;4;1;Cidade dos Funcionarios;0,007352941
50;Fortaleza;1;4;1;Conjunto Esperanca;0,007352941
51;Fortaleza;1;4;1;Conjunto Prefeito Jose Walter;0,095588235
52;Fortaleza;1;4;1;Dias Macedo;0,007352941
53;Fortaleza;1;4;1;Dionisio Torres;0,022058824
54;Fortaleza;1;4;1;Edson Queiroz;0,029411765
55;Fortaleza;1;4;1;Engenheiro Luciano Cavalcante;0,007352941
56;Fortaleza;1;4;1;Guajiru;0,007352941
57;Fortaleza;1;4;1;Itaperi;0,014705882
58;Fortaleza;1;4;1;Jangurussu;0,007352941
59;Fortaleza;1;4;1;Jardim das Oliveiras;0,007352941
60;Fortaleza;1;4;1;Joaquim Tavora;0,022058824
61;Fortaleza;1;4;1;Jose Bonifacio;0,007352941
62;Fortaleza;1;4;1;Lagoa Redonda;0,014705882
63;Fortaleza;1;4;1;Lagoa Sapiranga (Coite);0,029411765
64;Fortaleza;1;4;1;Lot Parque Montenegro II;0,007352941
65;Fortaleza;1;4;1;Meireles;0,235294118
66;Fortaleza;1;4;1;Messejana;0,007352941
67;Fortaleza;1;4;1;Mondubim;0,029411765
68;Fortaleza;1;4;1;Mucuripe;0,036764706
69;Fortaleza;1;4;1;Padre Andrade;0,007352941
70;Fortaleza;1;4;1;Parque Araxa;0,007352941
71;Fortaleza;1;4;1;Parque Iracema;0,007352941
72;Fortaleza;1;4;1;Parque Manibura;0,022058824
73;Fortaleza;1;4;1;Parquelandia;0,007352941
74;Fortaleza;1;4;1;Passare;0,036764706
75;Fortaleza;1;4;1;Patriolino Ribeiro;0,014705882
76;Fortaleza;1;4;1;Planalto Ayrton Senna;0,014705882
77;Fortaleza;1;4;1;Praia de Iracema;0,051470588
78;Fortaleza;1;4;1;Rodolfo Teofilo;0,007352941
79;Fortaleza;1;4;1;Sabiaguaba;0,007352941
80;Fortaleza;1;4;1;Sao Joao do Tauape;0,007352941
81;Fortaleza;1;4;1;Varjota;0,014705882
82;Fortaleza;1;4;1;Vila Peri;0,007352941
83;Fortaleza;1;4;1;Vila Uniao;0,007352941
84;Fortaleza;1;4;2;Aldeota;0,084337349
85;Fortaleza;1;4;2;Alto da Balanca;0,012048193
86;Fortaleza;1;4;2;Antonio Diogo;0,024096386
87;Fortaleza;1;4;2;Bairro de Fatima;0,012048193
88;Fortaleza;1;4;2;Benfica;0,024096386
89;Fortaleza;1;4;2;Cais do Porto;0,012048193
90;Fortaleza;1;4;2;Cajazeiras;0,012048193
91;Fortaleza;1;4;2;Centro;0,060240964
92;Fortaleza;1;4;2;Coco;0,012048193
93;Fortaleza;1;4;2;Conjunto Prefeito Jose Walter;0,072289157
94;Fortaleza;1;4;2;Curio;0,012048193
95;Fortaleza;1;4;2;Damas;0,012048193
96;Fortaleza;1;4;2;Dias Macedo;0,012048193
97;Fortaleza;1;4;2;Edson Queiroz;0,012048193
98;Fortaleza;1;4;2;Fortaleza;0,012048193
99;Fortaleza;1;4;2;Jardim Guanabara;0,012048193
100;Fortaleza;1;4;2;Lagoa Redonda;0,012048193
101;Fortaleza;1;4;2;Lagoa Sapiranga (Coite);0,048192771
102;Fortaleza;1;4;2;Meireles;0,289156627
103;Fortaleza;1;4;2;Messejana;0,036144578
104;Fortaleza;1;4;2;Mondubim;0,012048193
105;Fortaleza;1;4;2;Mucuripe;0,012048193
106;Fortaleza;1;4;2;Papicu;0,024096386
107;Fortaleza;1;4;2;Passare;0,048192771
108;Fortaleza;1;4;2;Praia de Iracema;0,060240964
109;Fortaleza;1;4;2;Sao Joao do Tauape;0,012048193
110;Fortaleza;1;4;2;Varjota;0,036144578
111;Fortaleza;1;4;2;Vicente Pinzon;0,012048193
112;Fortaleza;1;4;3;Aldeota;0,069444444
113;Fortaleza;1;4;3;Antonio Bezerra;0,013888889
114;Fortaleza;1;4;3;Antonio Diogo;0,013888889
115;Fortaleza;1;4;3;Bairro de Fatima;0,013888889
116;Fortaleza;1;4;3;Bela Vista;0,013888889
117;Fortaleza;1;4;3;Cais do Porto;0,013888889
118;Fortaleza;1;4;3;Centro;0,055555556
119;Fortaleza;1;4;3;Curio;0,013888889
120;Fortaleza;1;4;3;Fortaleza;0,027777778
121;Fortaleza;1;4;3;Jardim das Oliveiras;0,013888889
122;Fortaleza;1;4;3;Lagoa Redonda;0,013888889
123;Fortaleza;1;4;3;Lagoa Sapiranga (Coite);0,069444444
124;Fortaleza;1;4;3;Manoel Dias Branco;0,013888889
125;Fortaleza;1;4;3;Maraponga;0,013888889
126;Fortaleza;1;4;3;Meireles;0,416666667
127;Fortaleza;1;4;3;Mondubim;0,013888889
128;Fortaleza;1;4;3;Mucuripe;0,013888889
129;Fortaleza;1;4;3;Papicu;0,013888889
130;Fortaleza;1;4;3;Parangaba;0,013888889
131;Fortaleza;1;4;3;Passare;0,027777778
132;Fortaleza;1;4;3;Planalto Ayrton Senna;0,027777778
133;Fortaleza;1;4;3;Praia de Iracema;0,097222222
134;Fortaleza;1;4;3;Serrinha;0,013888889
135;Fortaleza;1;4;4;Aldeota;0,027027027
136;Fortaleza;1;4;4;Centro;0,027027027
137;Fortaleza;1;4;4;Coco;0,027027027
138;Fortaleza;1;4;4;Conjunto Prefeito Jose Walter;0,027027027
139;Fortaleza;1;4;4;Edson Queiroz;0,027027027
140;Fortaleza;1;4;4;Farias Brito;0,027027027
141;Fortaleza;1;4;4;Fortaleza;0,027027027
142;Fortaleza;1;4;4;Jangurussu;0,027027027
143;Fortaleza;1;4;4;Joquei Clube;0,027027027
144;Fortaleza;1;4;4;Jose Bonifacio;0,027027027
145;Fortaleza;1;4;4;Lagoa Sapiranga (Coite);0,108108108
146;Fortaleza;1;4;4;Manoel Dias Branco;0,054054054
147;Fortaleza;1;4;4;Meireles;0,297297297
148;Fortaleza;1;4;4;Moura Brasil;0,027027027
149;Fortaleza;1;4;4;Papicu;0,027027027
150;Fortaleza;1;4;4;Passare;0,054054054
151;Fortaleza;1;4;4;Planalto Ayrton Senna;0,027027027
152;Fortaleza;1;4;4;Praia de Iracema;0,027027027
153;Fortaleza;1;4;4;Praia Do Futuro;0,054054054
154;Fortaleza;1;4;4;Sao Joao do Tauape;0,054054054
155;Fortaleza;1;4;5;Aldeota;0,038461538
156;Fortaleza;1;4;5;Benfica;0,038461538
157;Fortaleza;1;4;5;Cais do Porto;0,038461538
158;Fortaleza;1;4;5;Centro;0,115384615
159;Fortaleza;1;4;5;Conjunto Prefeito Jose Walter;0,038461538
160;Fortaleza;1;4;5;Dom Lustosa;0,038461538
161;Fortaleza;1;4;5;Jacarecanga;0,038461538
162;Fortaleza;1;4;5;Jardim das Oliveiras;0,038461538
163;Fortaleza;1;4;5;Lagoa Redonda;0,038461538
164;Fortaleza;1;4;5;Meireles;0,115384615
165;Fortaleza;1;4;5;Moura Brasil;0,115384615
166;Fortaleza;1;4;5;Passare;0,115384615
167;Fortaleza;1;4;5;Pici;0,038461538
168;Fortaleza;1;4;5;Praia de Iracema;0,115384615
169;Fortaleza;1;4;5;Praia Do Futuro;0,038461538
170;Fortaleza;1;4;5;Quintino Cunha;0,038461538
171;Fortaleza;1;4;6;Aldeota;0,01369863
172;Fortaleza;1;4;6;Autran Nunes;0,01369863
173;Fortaleza;1;4;6;Bairro de Fatima;0,02739726
174;Fortaleza;1;4;6;Barra do Ceara;0,01369863
175;Fortaleza;1;4;6;Benfica;0,02739726
176;Fortaleza;1;4;6;Boa Vista Castelao;0,01369863
177;Fortaleza;1;4;6;Cais do Porto;0,01369863
178;Fortaleza;1;4;6;Centro;0,136986301
179;Fortaleza;1;4;6;CENTRO ;0,01369863
180;Fortaleza;1;4;6;Cidade dos Funcionarios;0,01369863
181;Fortaleza;1;4;6;Coco;0,01369863
182;Fortaleza;1;4;6;Conjunto Prefeito Jose Walter;0,068493151
183;Fortaleza;1;4;6;Democrito Rocha;0,02739726
184;Fortaleza;1;4;6;Dionisio Torres;0,02739726
185;Fortaleza;1;4;6;Engenheiro Luciano Cavalcante;0,01369863
186;Fortaleza;1;4;6;Fortaleza;0,01369863
187;Fortaleza;1;4;6;Henrique Jorge;0,01369863
188;Fortaleza;1;4;6;Itaoca;0,01369863
189;Fortaleza;1;4;6;Jacarecanga;0,01369863
190;Fortaleza;1;4;6;Jardim America;0,01369863
191;Fortaleza;1;4;6;Jardim das Oliveiras;0,01369863
192;Fortaleza;1;4;6;Joquei Clube;0,01369863
193;Fortaleza;1;4;6;Jose Bonifacio;0,01369863
194;Fortaleza;1;4;6;Lagoa Redonda;0,01369863
195;Fortaleza;1;4;6;Lagoa Sapiranga (Coite);0,01369863
196;Fortaleza;1;4;6;Manoel Dias Branco;0,01369863
197;Fortaleza;1;4;6;Meireles;0,082191781
198;Fortaleza;1;4;6;Mondubim;0,04109589
199;Fortaleza;1;4;6;Monte Castelo;0,01369863
200;Fortaleza;1;4;6;Montese;0,02739726
201;Fortaleza;1;4;6;Moura Brasil;0,04109589
202;Fortaleza;1;4;6;Papicu;0,01369863
203;Fortaleza;1;4;6;Parque Iracema;0,01369863
204;Fortaleza;1;4;6;Passare;0,02739726
205;Fortaleza;1;4;6;Pici;0,01369863
206;Fortaleza;1;4;6;Planalto Ayrton Senna;0,04109589
207;Fortaleza;1;4;6;Praia de Iracema;0,02739726
208;Fortaleza;1;4;6;Presidente Kennedy;0,01369863
209;Fortaleza;1;4;6;Sao Joao do Tauape;0,01369863
210;Fortaleza;1;4;6;Serrinha;0,01369863
211;Fortaleza;1;4;6;Varjota;0,01369863
212;Fortaleza;1;4;6;Vicente Pinzon;0,01369863
213;Fortaleza;1;4;7;Aldeota;0,089285714
214;Fortaleza;1;4;7;Ancuri;0,017857143
215;Fortaleza;1;4;7;Araturi;0,017857143
216;Fortaleza;1;4;7;Bairro de Fatima;0,017857143
217;Fortaleza;1;4;7;Centro;0,178571429
218;Fortaleza;1;4;7;Coco;0,017857143
219;Fortaleza;1;4;7;Conjunto Prefeito Jose Walter;0,035714286
220;Fortaleza;1;4;7;De Lourdes;0,017857143
221;Fortaleza;1;4;7;Dias Macedo;0,017857143
222;Fortaleza;1;4;7;Edson Queiroz;0,035714286
223;Fortaleza;1;4;7;Engenheiro Luciano Cavalcante;0,053571429
224;Fortaleza;1;4;7;Joao XXIII;0,017857143
225;Fortaleza;1;4;7;Joaquim Tavora;0,035714286
226;Fortaleza;1;4;7;Joquei Clube;0,017857143
227;Fortaleza;1;4;7;Lagoa Sapiranga (Coite);0,053571429
228;Fortaleza;1;4;7;Meireles;0,035714286
229;Fortaleza;1;4;7;Mondubim;0,035714286
230;Fortaleza;1;4;7;Moura Brasil;0,017857143
231;Fortaleza;1;4;7;Papicu;0,017857143
232;Fortaleza;1;4;7;Parque Dois Irmaos;0,017857143
233;Fortaleza;1;4;7;Parque Manibura;0,017857143
234;Fortaleza;1;4;7;Passare;0,035714286
235;Fortaleza;1;4;7;Planalto Ayrton Senna;0,089285714
236;Fortaleza;1;4;7;Praia de Iracema;0,035714286
237;Fortaleza;1;4;7;Rodolfo Teofilo;0,017857143
238;Fortaleza;1;4;7;Sabiaguaba;0,017857143
239;Fortaleza;1;4;7;Sao Joao do Tauape;0,017857143
240;Fortaleza;1;4;7;Serrinha;0,017857143
241;Fortaleza;1;4;8;Aldeota;0,047619048
242;Fortaleza;1;4;8;Antonio Bezerra;0,015873016
243;Fortaleza;1;4;8;Bairro de Fatima;0,015873016
244;Fortaleza;1;4;8;Benfica;0,015873016
245;Fortaleza;1;4;8;Bom Jardim;0,015873016
246;Fortaleza;1;4;8;Centro;0,031746032
247;Fortaleza;1;4;8;Conjunto Prefeito Jose Walter;0,222222222
248;Fortaleza;1;4;8;Dias Macedo;0,015873016
249;Fortaleza;1;4;8;Edson Queiroz;0,031746032
250;Fortaleza;1;4;8;Engenheiro Luciano Cavalcante;0,015873016
251;Fortaleza;1;4;8;Granja Lisboa;0,015873016
252;Fortaleza;1;4;8;Henrique Jorge;0,031746032
253;Fortaleza;1;4;8;Jacarecanga;0,031746032
254;Fortaleza;1;4;8;Joao XXIII;0,015873016
255;Fortaleza;1;4;8;Joaquim Tavora;0,015873016
256;Fortaleza;1;4;8;Jose Bonifacio;0,015873016
257;Fortaleza;1;4;8;Lagoa Sapiranga (Coite);0,095238095
258;Fortaleza;1;4;8;Meireles;0,079365079
259;Fortaleza;1;4;8;Mondubim;0,047619048
260;Fortaleza;1;4;8;Monte Castelo;0,015873016
261;Fortaleza;1;4;8;Moura Brasil;0,015873016
262;Fortaleza;1;4;8;Papicu;0,015873016
263;Fortaleza;1;4;8;Parque Del Sol;0,015873016
264;Fortaleza;1;4;8;Parque Dois Irmaos;0,063492063
265;Fortaleza;1;4;8;Parque Genibau;0,015873016
266;Fortaleza;1;4;8;Pedras;0,015873016
267;Fortaleza;1;4;8;Planalto Ayrton Senna;0,047619048
268;Fortaleza;1;4;8;Sao Joao do Tauape;0,015873016
269;Fortaleza;1;4;9;Aerolandia;0,010526316
270;Fortaleza;1;4;9;Aldeota;0,021052632
271;Fortaleza;1;4;9;Autran Nunes;0,010526316
272;Fortaleza;1;4;9;Barroso;0,010526316
273;Fortaleza;1;4;9;Bela Vista;0,010526316
274;Fortaleza;1;4;9;Benfica;0,010526316
275;Fortaleza;1;4;9;Centro;0,084210526
276;Fortaleza;1;4;9;Coco;0,010526316
277;Fortaleza;1;4;9;Conjunto Prefeito Jose Walter;0,063157895
278;Fortaleza;1;4;9;Damas;0,010526316
279;Fortaleza;1;4;9;Dionisio Torres;0,010526316
280;Fortaleza;1;4;9;Edson Queiroz;0,021052632
281;Fortaleza;1;4;9;Engenheiro Luciano Cavalcante;0,010526316
282;Fortaleza;1;4;9;Fortaleza;0,021052632
283;Fortaleza;1;4;9;Gov Ciro Gomes;0,010526316
284;Fortaleza;1;4;9;Granja Portugal;0,021052632
285;Fortaleza;1;4;9;Henrique Jorge;0,021052632
286;Fortaleza;1;4;9;Itaperi;0,010526316
287;Fortaleza;1;4;9;Jacarecanga;0,021052632
288;Fortaleza;1;4;9;Jangurussu;0,010526316
289;Fortaleza;1;4;9;Jardim das Oliveiras;0,010526316
290;Fortaleza;1;4;9;Joaquim Tavora;0,010526316
291;Fortaleza;1;4;9;Lagoa Redonda;0,052631579
292;Fortaleza;1;4;9;Lagoa Sapiranga (Coite);0,031578947
293;Fortaleza;1;4;9;Meireles;0,073684211
294;Fortaleza;1;4;9;Mondubim;0,105263158
295;Fortaleza;1;4;9;Monte Castelo;0,021052632
296;Fortaleza;1;4;9;Montese;0,010526316
297;Fortaleza;1;4;9;Mucuripe;0,010526316
298;Fortaleza;1;4;9;Pan Americano;0,010526316
299;Fortaleza;1;4;9;Papicu;0,010526316
300;Fortaleza;1;4;9;Parque Dois Irmaos;0,010526316
301;Fortaleza;1;4;9;Parque Presidente Vargas;0,010526316
302;Fortaleza;1;4;9;Passare;0,126315789
303;Fortaleza;1;4;9;Pici;0,021052632
304;Fortaleza;1;4;9;Planalto Ayrton Senna;0,052631579
305;Fortaleza;1;4;9;Praia de Iracema;0,010526316
306;Fortaleza;1;4;9;Presidente Kennedy;0,010526316
307;Fortaleza;1;4;9;Rodolfo Teofilo;0,010526316
308;Fortaleza;1;4;10;Aerolandia;0,008547009
309;Fortaleza;1;4;10;Aldeota;0,017094017
310;Fortaleza;1;4;10;ALDEOTA ;0,008547009
311;Fortaleza;1;4;10;Alto da Balanca;0,034188034
312;Fortaleza;1;4;10;Ancuri;0,008547009
313;Fortaleza;1;4;10;Antonio Diogo;0,008547009
314;Fortaleza;1;4;10;Autran Nunes;0,008547009
315;Fortaleza;1;4;10;Barra do Ceara;0,008547009
316;Fortaleza;1;4;10;Barroso;0,008547009
317;Fortaleza;1;4;10;Benfica;0,008547009
318;Fortaleza;1;4;10;Boa Vista Castelao;0,008547009
319;Fortaleza;1;4;10;Bom Jardim;0,008547009
320;Fortaleza;1;4;10;Bonsucesso;0,008547009
321;Fortaleza;1;4;10;Cambeba;0,008547009
322;Fortaleza;1;4;10;Centro;0,051282051
323;Fortaleza;1;4;10;Cidade dos Funcionarios;0,008547009
324;Fortaleza;1;4;10;Coco;0,025641026
325;Fortaleza;1;4;10;Conjunto Prefeito Jose Walter;0,076923077
326;Fortaleza;1;4;10;Dias Macedo;0,008547009
327;Fortaleza;1;4;10;Dionisio Torres;0,017094017
328;Fortaleza;1;4;10;Edson Queiroz;0,008547009
329;Fortaleza;1;4;10;Fortaleza;0,008547009
330;Fortaleza;1;4;10;Granja Lisboa;0,008547009
331;Fortaleza;1;4;10;Jacanau;0,008547009
332;Fortaleza;1;4;10;Jardim America;0,008547009
333;Fortaleza;1;4;10;Jardim Cearense;0,008547009
334;Fortaleza;1;4;10;Jardim das Oliveiras;0,008547009
335;Fortaleza;1;4;10;Joaquim Tavora;0,017094017
336;Fortaleza;1;4;10;Jose Bonifacio;0,017094017
337;Fortaleza;1;4;10;Lagoa Redonda;0,042735043
338;Fortaleza;1;4;10;Lagoa Sapiranga (Coite);0,05982906
339;Fortaleza;1;4;10;Meireles;0,076923077
340;Fortaleza;1;4;10;Messejana;0,008547009
341;Fortaleza;1;4;10;Mondubim;0,076923077
342;Fortaleza;1;4;10;Moura Brasil;0,008547009
343;Fortaleza;1;4;10;Padre Andrade;0,017094017
344;Fortaleza;1;4;10;Parque Dois Irmaos;0,017094017
345;Fortaleza;1;4;10;Parque Iracema;0,008547009
346;Fortaleza;1;4;10;Parquelandia;0,008547009
347;Fortaleza;1;4;10;Parreao;0,008547009
348;Fortaleza;1;4;10;Passare;0,094017094
349;Fortaleza;1;4;10;Planalto Ayrton Senna;0,051282051
350;Fortaleza;1;4;10;Rodolfo Teofilo;0,008547009
351;Fortaleza;1;4;10;Sao Bento;0,008547009
352;Fortaleza;1;4;10;Sao Joao do Tauape;0,034188034
353;Fortaleza;1;4;10;Serrinha;0,008547009
354;Fortaleza;1;4;10;Vila Uniao;0,017094017
355;Fortaleza;1;4;10;Vila Velha;0,008547009
356;Fortaleza;1;4;11;Alagadico Novo;0,007042254
357;Fortaleza;1;4;11;Aldeota;0,063380282
358;Fortaleza;1;4;11;Alto da Balanca;0,007042254
359;Fortaleza;1;4;11;Ancuri;0,007042254
360;Fortaleza;1;4;11;Antonio Bezerra;0,014084507
361;Fortaleza;1;4;11;Bairro de Fatima;0,028169014
362;Fortaleza;1;4;11;Barra do Ceara;0,007042254
363;Fortaleza;1;4;11;Benfica;0,007042254
364;Fortaleza;1;4;11;Bonsucesso;0,014084507
365;Fortaleza;1;4;11;Cambeba;0,014084507
366;Fortaleza;1;4;11;Carlito Pamplona;0,007042254
367;Fortaleza;1;4;11;Centro;0,042253521
368;Fortaleza;1;4;11;Cidade dos Funcionarios;0,007042254
369;Fortaleza;1;4;11;Coco;0,014084507
370;Fortaleza;1;4;11;Conjunto Prefeito Jose Walter;0,11971831
371;Fortaleza;1;4;11;Dom Lustosa;0,007042254
372;Fortaleza;1;4;11;Edson Queiroz;0,021126761
373;Fortaleza;1;4;11;Fortaleza;0,014084507
374;Fortaleza;1;4;11;Granja Portugal;0,007042254
375;Fortaleza;1;4;11;Henrique Jorge;0,007042254
376;Fortaleza;1;4;11;Itaperi;0,007042254
377;Fortaleza;1;4;11;Jacarecanga;0,007042254
378;Fortaleza;1;4;11;Jangurussu;0,014084507
379;Fortaleza;1;4;11;Jardim das Oliveiras;0,014084507
380;Fortaleza;1;4;11;Joaquim Tavora;0,014084507
381;Fortaleza;1;4;11;Jose Bonifacio;0,035211268
382;Fortaleza;1;4;11;Lagoa Redonda;0,021126761
383;Fortaleza;1;4;11;Lagoa Sapiranga (Coite);0,042253521
384;Fortaleza;1;4;11;Mata Galinha;0,021126761
385;Fortaleza;1;4;11;Meireles;0,063380282
386;Fortaleza;1;4;11;Mondubim;0,028169014
387;Fortaleza;1;4;11;Montese;0,014084507
388;Fortaleza;1;4;11;MOURA BRASIL ;0,007042254
389;Fortaleza;1;4;11;Parangaba;0,007042254
390;Fortaleza;1;4;11;Parque Dois Irmaos;0,021126761
391;Fortaleza;1;4;11;Parque Genibau;0,007042254
392;Fortaleza;1;4;11;Parque Iracema;0,007042254
393;Fortaleza;1;4;11;Parque Santa Rosa (Apolo XI);0,007042254
394;Fortaleza;1;4;11;Parquelandia;0,007042254
395;Fortaleza;1;4;11;Parreao;0,007042254
396;Fortaleza;1;4;11;Passare;0,042253521
397;Fortaleza;1;4;11;Paupina;0,007042254
398;Fortaleza;1;4;11;Pedras;0,021126761
399;Fortaleza;1;4;11;Pici;0,007042254
400;Fortaleza;1;4;11;Pirambu;0,007042254
401;Fortaleza;1;4;11;Planalto Ayrton Senna;0,056338028
402;Fortaleza;1;4;11;Praia de Iracema;0,007042254
403;Fortaleza;1;4;11;Quintino Cunha;0,007042254
404;Fortaleza;1;4;11;Salinas;0,007042254
405;Fortaleza;1;4;11;Sao Bento;0,014084507
406;Fortaleza;1;4;11;Sao Joao do Tauape;0,014084507
407;Fortaleza;1;4;11;Serrinha;0,007042254
408;Fortaleza;1;4;11;Vicente Pinzon;0,007042254
409;Fortaleza;1;4;11;Vila Peri;0,014084507
410;Fortaleza;1;4;11;Vila Uniao;0,007042254
411;Fortaleza;1;4;11;Vila Velha;0,007042254
412;Fortaleza;1;4;12;Aldeota;0,07518797
413;Fortaleza;1;4;12;Alto da Balanca;0,007518797
414;Fortaleza;1;4;12;Amadeu Furtado;0,007518797
415;Fortaleza;1;4;12;Antonio Bezerra;0,007518797
416;Fortaleza;1;4;12;Bairro de Fatima;0,022556391
417;Fortaleza;1;4;12;Bonsucesso;0,022556391
418;Fortaleza;1;4;12;Cajazeiras;0,007518797
419;Fortaleza;1;4;12;Cambeba;0,007518797
420;Fortaleza;1;4;12;Centro;0,097744361
421;Fortaleza;1;4;12;Cidade dos Funcionarios;0,015037594
422;Fortaleza;1;4;12;Coco;0,007518797
423;Fortaleza;1;4;12;Conjunto Ceara I;0,007518797
424;Fortaleza;1;4;12;Conjunto Prefeito Jose Walter;0,120300752
425;Fortaleza;1;4;12;Couto Fernandes;0,007518797
426;Fortaleza;1;4;12;Cristo Redentor;0,007518797
427;Fortaleza;1;4;12;Dionisio Torres;0,022556391
428;Fortaleza;1;4;12;Edson Queiroz;0,015037594
429;Fortaleza;1;4;12;Floresta;0,015037594
430;Fortaleza;1;4;12;Fortaleza;0,015037594
431;Fortaleza;1;4;12;Gentilandia;0,007518797
432;Fortaleza;1;4;12;Granja Lisboa;0,007518797
433;Fortaleza;1;4;12;Granja Portugal;0,007518797
434;Fortaleza;1;4;12;Henrique Jorge;0,022556391
435;Fortaleza;1;4;12;Itaperi;0,007518797
436;Fortaleza;1;4;12;Jangurussu;0,007518797
437;Fortaleza;1;4;12;Jardim Cearense;0,015037594
438;Fortaleza;1;4;12;Jardim das Oliveiras;0,015037594
439;Fortaleza;1;4;12;Joao XXIII;0,007518797
440;Fortaleza;1;4;12;Joaquim Tavora;0,007518797
441;Fortaleza;1;4;12;Jose Bonifacio;0,007518797
442;Fortaleza;1;4;12;Lagoa Redonda;0,030075188
443;Fortaleza;1;4;12;Lagoa Sapiranga (Coite);0,037593985
444;Fortaleza;1;4;12;Mata Galinha;0,007518797
445;Fortaleza;1;4;12;Meireles;0,045112782
446;Fortaleza;1;4;12;Mondubim;0,082706767
447;Fortaleza;1;4;12;Mucuripe;0,007518797
448;Fortaleza;1;4;12;Parque Araxa;0,015037594
449;Fortaleza;1;4;12;Parque Dois Irmaos;0,007518797
450;Fortaleza;1;4;12;Parque Genibau;0,007518797
451;Fortaleza;1;4;12;Passare;0,045112782
452;Fortaleza;1;4;12;Planalto Ayrton Senna;0,037593985
453;Fortaleza;1;4;12;Praia de Iracema;0,007518797
454;Fortaleza;1;4;12;Quintino Cunha;0,007518797
455;Fortaleza;1;4;12;Sao Gerardo;0,007518797
456;Fortaleza;1;4;12;Sao Joao do Tauape;0,007518797
457;Fortaleza;1;4;12;Varjota;0,015037594
458;Fortaleza;1;4;12;Vicente Pinzon;0,015037594
459;Fortaleza;1;4;12;Vila Peri;0,007518797
460;Fortaleza;1;4;12;Vila Uniao;0,007518797
461;Fortaleza;1;4;13;Alagadico Sao Gerardo;0,00877193
462;Fortaleza;1;4;13;Aldeota;0,061403509
463;Fortaleza;1;4;13;Amadeu Furtado;0,00877193
464;Fortaleza;1;4;13;Antonio Bezerra;0,01754386
465;Fortaleza;1;4;13;Bairro de Fatima;0,026315789
466;Fortaleza;1;4;13;Bela Vista;0,00877193
467;Fortaleza;1;4;13;Cajazeiras;0,00877193
468;Fortaleza;1;4;13;Centro;0,043859649
469;Fortaleza;1;4;13;Cidade dos Funcionarios;0,035087719
470;Fortaleza;1;4;13;Coco;0,00877193
471;Fortaleza;1;4;13;Conjunto Ceara;0,00877193
472;Fortaleza;1;4;13;Conjunto Palmeiras;0,00877193
